"Month","Date","Cell","Line","Machine","Machine No","Shift","Category","Time","Problem","Cause Why1","Cause Why2","Cause Why3","Cause Why4","Cause Why5","Action","Counter Measure","Problem Category","Breakdown Category","Is Action Temporary?","Done By","Status"
"May","08-05-2024 T20:00","Mounting","MA4","NPM-04","EETP-056","B","BM","20","Theta-1 Overload Error ","Theta-1 Overload Error","Theta-1 Not Rotate 90 degrees During Support Pin Nozzle Pick time","Belt Tension Issue","N/A","N/A","Theta-1 Axis Manually move,Theta-1 Axis Belt tension Adjusted","N/A","Mechanical","Wear","Yes","Ujjawal,Jatinder Singh,Indrajit Behera","Completed"
"May","08-05-2024 T22:55","Final Assy","FA-WP4","SILICON ALLAROUND","EEAT-205","C","BM","15","Nozzle centring fault coming","Nozzle centring ng fault coming","Nozzle not going to centring jig hole","Nozzle bend","Suspected during nozzle cleaning nozzle bend by prd","n/a","During daily check time nozzle centring fault coming,Found nozzle centring alignment disturb,So finally nozzle  change with spare new & alignment done, after that ok","","Mechanical","Human","No","Mangal Ram Kanwar,Jaydev Mal","Completed"
"May","09-05-2024 T04:00","Final Assy","FA-AB3","DNHA-AB3-RT-01","EEAT-192","C","BM","15","Misjudgement in YTA at  Step-40 and 100","Misjudgement in YTA At  Step-40,100 ","Value Coming out of Spec.","Poor Pin Contact","Pin Dirty","NA","Harness All Pin cleaning done","","Mechanical","Communication","No","Jaydev Mal,Dalip Khajuria","Completed"
"May","09-05-2024 T07:05","Mounting","MA6","NPM-2","EETP-134","A","BM","10","PCB carry in error","PCB Carry in error coming ","PCB Not come on our position ","During PCB Transfer PRD press Emergency Switch by Mistake ","NA","NA","PCB Take out and confirm PCB","","Electrical","Human","No","Gagandeep","Completed"
"May","09-05-2024 T07:00","Final Assy","FA-NWP3","FAL2-ENG-HT","EEAT-126","A","BM","15","Misjudgement coming in Multiple step at HV 5.0.","Misjudgement coming on Multiple step.","Zero voltage was coming.","Power supply Tripped.","Suspected -Over current pass through power supply,","N/A","Production Box swap with RT .,Machine restart .,Finally found its DC power supply tripped ,so make on it.","","Electrical","Part-Failure","No","Neeraj","Completed"
"May","09-05-2024 T09:03","Final Assy","FA-AB2","Packaging Jig-02","EEAT-131","A","BM","10","Fault No -4 was coming (Circuit assy. Check)","Fault No -4 was coming.","Circuit assy. Check wrong.","Its cylinder rod hit with product inside upper portion.","Cylinder rod nylon portion bent.","Part failure.","Cylinder mounting little bit adjust after that ok.","Request to PRD nylon rod change.","Mechanical","Part-Failure","Yes","Neeraj","Completed"
"May","09-05-2024 T08:47","Final Assy","FA-WP4","PRE-PKG AUTO SCREW MACHINE","EEAT-204","A","BM","18","Vaccum error was coming in running the machine ","Vacuum error coming","During screw pickup not proper vacuum generate","Gap available b/w screw driver bit & screw head","Screw driver Bit collate stuck ","Screw driver bit up/down motion NG","Check & found Screw driver collate stuck,So screw driver collate bit cleaning & lubrication done then ok","Bit collet-Cleaning point will reflect in PRD daily check sheet T.D-16-05-2024","Mechanical","Wear","No","Neeraj,Subhash Sheoran,Sandeep Dhama","Completed"
"May","09-05-2024 T12:32","Final Assy","Cell Sensor","Spray Sealer","EEAT-163","A","BM","42","Sealer missing on component body at ISS BMU R2 side.","Sealer missing on capacitor component body at ISS BMU R2 side.","Sealer not sufficient for capacitor body.","Sealer not properly apply.","Suspected -Filter chocked.","N/A","Viscosity Checked 13.05-ok,Nozzle chip Clean & Sealer apply Program modify after that ok.","Its filter condition will check. T.D-13-05-2024
Last filter clean-08-04-2024","Mechanical","Part-Failure","Yes","Neeraj,Sandeep Dhama","Completed"
"May","09-05-2024 T10:20","Mounting","MA3","YS Loader","EETP-033","A","BM","10","Chuck error coming ","Chuck error coming ","PCB was drop by chuck ","As per Pcb Clamp Pressure Not OK ","NA","NA","PCB Take out and clamp pressure increase ","","Mechanical","Wear","No","Gagandeep","Under MTD HOSS Approval"
"May","09-05-2024 T19:00","Mounting","MA7"," TRAVERSER WITH PUSHER CONVEYOR","EETP-150","B","BM","20","Pusher retract error  coming ,iLNB error in QR conveyor-3","Pusher retract error coming","PCB properly not transfer in stocker ","iLNB error in QR conveyor-3","Communication issue coming ","NA","Pcb motion check found ok,Finally ilnb side error reset from ilnb laptop ,Then m/c origin after that m/c run ok ,","","Electrical","Communication","No","Indrajit Behera","Completed"
"May","09-05-2024 T02:00","Mounting","MA4","Buffer Conveyor","EETP-055","C","BM","20","entrace conveyer transport error","entrace conveyer transport error coming","Pcb not arrived in slot -1 position (Buffer c-con)","Belt not moving","Fixed side Belt damage","Belt ng","During runing Entrace cv transport error coming, check pcb not arrived in slot no. 1 (buffer c-con),Found Fixed side buffer conveyer belt damage, so belt changed, now ok","All belts change of Buffer Planned in Shutdown","Mechanical","Wear","No","Mangal Ram Kanwar","Completed"
"May","08-05-2024 T23:26","Mounting","MA5","NPM-4","EETP-102","C","BM","14","Part Supply waiting Showing","Part Supply waiting Showing","Feeder Remaining Part Count not showing","Feeder memory data not transfer to m/c","Suspected that Communication issue","N/A","M/C return to home Screen and Start production,Rear Side Feeder No. 20 R Memory Reset.","","Electrical","Communication","No","Dalip Khajuria","Completed"
"May","10-05-2024 T01:15","Mounting","AOI-7","Unloader","EETP-110","C","BM","15","Card stuck in stocker while transferring","Card Stuck during transfer","Stocker Slot not matching with pusher conveyor rail","Stocker width not OK","Suspected that stocker side issue","N/A","Check and found card stuck in stocker,Stocker changed with another stocker Found-OK","","Mechanical","Wear","No","Jaydev Mal,Dalip Khajuria","Completed"
"May","09-05-2024 T04:10","Mounting","MA4","Buffer Conveyor","EETP-055","C","BM","15","Exit conveyer tranport error coming (2 times)","Exit conveyer tranport error coming ","Pcb stuck between the buffer conveyer & npm-1","Buffer conveyer m/c alignment Disturb","suspected During safety door open/close time m/c shifting","n/a","Pcb stuck between the buffer conveyer & npm-1,Buffer conveyer m/c alignment Disturb found,So finelly buffer conveyer m/c alignment done, after that ok","Foot Locking design change under discussion with OASIS.Jun 24 Shutdown Activity will be Carried out","Mechanical","Human","No","Mangal Ram Kanwar,Mukesh","Completed"
"May","10-05-2024 T09:57","Final Assy","FA-WP3","Silicon All-round","EEAT-156","A","BM","30","Screw Check pokayoke not working  at pan Jig No -4  of YCA model","Pokayoke not working at Pan jig No -4","Without screw - machine was giving ok judgement.","Without screw sensor value coming on range.","Sensor laser ray not going to screw slot .","Product location was shifting in pan jig No -4 due to pan jig issue .","Checked pokayoke in all pan jig .,Screw Check position teaching done after that Screw check was NG coming in all pan jig exept pan jig No -4 so revert back it.,Pan jig No -4 guide block adjusted by PMG after that ok.","Pokayoke confirmed in all pan jig found working ok. Also requested to PMG if any change point in pan jig side first confirm all pokayoke in presence of MTD .","Mechanical","Part-Failure","No","Neeraj,Sandeep Dhama","Completed"
"May","10-05-2024 T07:50","Mounting","MA7","LOADER","EETP-138","A","BM","40","PCB Was drop ","PCB Drop issue coming ","Chuck pick 4 pcb in one time ","Chuck pad was not available ","Chuck pad holding plate Bolt was missing ","Suspected:Initial Stage from Manufacturer Chuck Pad not Properly tighten","Open all cover inside machine and search chuck pad ,Chuck pad found another machine inside ,Chuck pad missing allen bolt search and install chuck pad than machine run ok ","","Mechanical","Design","No","Gagandeep","Completed"
"May","10-05-2024 T09:52","Final Assy","FA-WP4","LO-HI SCREENING MACHINE","EEAT-199","A","BM","20","Fault No -40 (Work set pin sensor Error)","During runing time master off.","Safety signal off during Auto running.","Work set pin cylinder reed switch did not on.","Cylinder Magnetic portion not coming on reed switch position.","Suspected -Cylinder side Issue.","Check & Found during runing time work set cylinder forward reed switch did not on .,Cylinder movement Checked ok.,Cylinder reed switch adjusted according to marking after that ok.","If problem repeats cylinder will repair or replace.","Mechanical","Part-Failure","No","Neeraj,Sandeep Dhama","Completed"
"May","10-05-2024 T06:13","Final Assy","FA-AB1","Packaging jig-01","EEAT-114","A","BM","10","Fault no -4 ( Circuit Assy check)","Fault no -4 ( Circuit Assy check)","Sensor continoue On.","Sensor alignment disturbed.","Sensor loosed from mounting.","Suspected- Sensor cleaning time May be loosed.","Sensor Tight from mounting & Also alignment done.","","Mechanical","Human","No","Neeraj,Subhash Sheoran","Completed"
"May","10-05-2024 T14:25","Final Assy","FA-WP4","SILICON BELOW CONNECTOR","EEAT-202","A","BM","26","NOZZLE CENTERING NG","Nozzle centering NG ","Nozzle not insert into the nozzle centering Jig ","Nozzle alignment disturb","May be during nozzle cleaning time nozzle disturb ","NA","Nozzle take out and re-installed after that ok (8 times)","Informed to PRD for proper handling the nozzle while daily check time. (Cleaning of nozzle)","Mechanical","Human","Yes","Ujjawal,Indrajit Behera","Completed"
"May","10-05-2024 T17:00","Final Assy","AB Sealer Block-01","Spray Sealer M/C","EEAT-078","B","BM","15","Sealer Miss Problem Coming In YHC-R1","Sealer Miss Problem Coming","Sealer Applied Shot Not Sufficient","Actual cause Not Clear","N/A","N/A","Machine Daily Check Ok,Chip Clean ,Finally SUB 228 Program Modified As Per Attached Sheet","N/A","Mechanical","Process","No","Ujjawal,Jatinder Singh","Completed"
"May","10-05-2024 T20:00","Mounting","MA4","Reflow Oven","EETP-059","B","BM","20","Temperature Controller Error.","Temperature Controller Error.","Communication Break From Controller To PLC","Design Problem","N/A","N/A","Machine Power Off/On And Temp. Wait Then Ok","Activity for this problem planned with maker on 19th Feb.","Electrical","Communication","Yes","Ujjawal,Jatinder Singh,Indrajit Behera","Completed"
"May","11-05-2024 T01:14","Final Assy","FA-AB2","Packaging Jig-02","EEAT-131","C","BM","20","Fault No. 4 (Circuit Assembly Fault)","Fault No.4 (Circuit Assembly Fault)","Poka-Yoke cylinder Hole detection sensor output was ON","Poka-Yoke cylinder Hole Position NG","Cylinder position was disturbed","","Check Sensor condition found ok,Cylinder Mounting Position Adjust","","Mechanical","Human","No","Jaydev Mal,Dalip Khajuria","Completed"
"May","11-05-2024 T03:15","Final Assy","FA-AB2","Connector Pin Check","EEAT-145","C","BM","15","AL-412 SD Access Error","AL-412 SD Access Error","Data not getting store in SD Card","SD Card Memory Full","","","SD Card formatting done","Need to revise the PM frequency. (Now 1/M) Due to production volume this frequency was not sufficient. So need to do PM in 2 times per month. (2/M).","Electrical","Design","No","Jaydev Mal,Dalip Khajuria","Completed"
"May","10-05-2024 T02:10","Mounting","MA5","SPG","EETP-075","C","BM","15","BCR Communication error (ISS BMU)","BCR Communication error","Board flipper to SPG m/c pcb not transfered","between the Board flipper &  SPG m/c communication issue","Cause not clear","n/a","During runing BCR Communication error coming,Board flipper to SPG m/c pcb not transfered,So finelly SPG machine power off/on, after that ok","","Electrical","Design","No","Mangal Ram Kanwar,Mukesh","Completed"
"May","13-05-2024 T06:50","Mounting","MA3","CM212-3","EETP-039","B","BM","400","X-Axis Servo Process Error Coming (TBL-1),Power ON Impossible Error Coming","Tray Unit Power ON Impossible Error At Start Up","Tray Unit Not origin","Ready Signal Not Coming From TP Axis Driver ","TP Axis Driver Was Faulty","Part Failure","Try To Error Reset,Machine Power Off/On ,X-AXis Cable Reconnect For X-Axis Servo Process Error,X-AXis Servo Driver Change Then check  X-Axis Servo Process Error OK But Power ON Impossible Error Coming,Tray Controlling Card Changed,Safety Relay change,TL Axis Driver Change & Parameter Setting Done,TP Axis Driver Change & Parameter Setting Done,Tray Station Calibration done,5372 Model Confirm By PRD  On Double Side Tap PCB  (Harsh San)","1.Check with Maker for other m/c TP /TL condition Found OK
2.Frequency set for Tray Unit All driver Change Every 1/5Y Based On Past Experience","Electrical","Part-Failure","No","Jatinder Singh,Indrajit Behera,Ashish Gupta","Under MTD HOS Approval"
"May","13-05-2024 T06:10","Mounting","MA5","Reflow Oven","EETP-083","A","BM","40","Remote Communication File Write Error","Reflow not taking changeover","Remote Communication File Write Error","Reflow Oven Machine requiring access from iLNB","Version Issue","NA","Remote Communication File Write Error Reset ,Machine Power Off/On ,iLNB User name & Password credential input then ok","This Problem Share With PED And Maker Because After Version Up This Problem coming
","Electrical","Communication","No","Jatinder Singh","Completed"
"May","13-05-2024 T14:54","Final Assy","FA-WP4","SILICON BELOW CONNECTOR","EEAT-202","B","BM","10","NOZZLE CENTERING NG","Nozzle centering check Coming NG","Nozzle not insert properly into centering jig ","Nozzle little bit misalign  ","Maybe nozzle cleaning time nozzle get bent.","Maybe human mistake ","Nozzle open and cleaning done,Re-installed nozzle then ok (4 times)","Informed to PRD TL about this issue and take care the nozzle while cleaning.","Mechanical","Process","No","Ujjawal","Completed"
"May","13-05-2024 T18:08","Mounting","MA5","YS Loader","EETP-073","B","BM","20","pick & place lifter moving time out error","pick & place lifter moving time out error","Gripper slow sensor output off condition","Gripper slow sensor dirty","","","During runing Gripper going going down in slow motion & alarm coming, found gripper slow sensor (PHS-17) output off condition,So finally Gripper slow sensor cleaning done & its sensor output on , after that  ok","","Mechanical","Process","No","Mangal Ram Kanwar,Dalip Khajuria","Completed"
"May","13-05-2024 T14:33","Final Assy","FA-WP2","Air leak-02","EEAT-082","B","BM","20","Ng master data not match","Ng master data not match","vacuum pressure value coming in Range","vacuum pressure present value higher side ","","","Daily check time Ng master data not match,Ng master checking time vacuum pressure coming in Range & its ng condition,So finally Vacuum pressure  adjustment done  from speed controller,after that daily checking found ok & all ok, ng master check with prd ok found, now ng master data match ok","","Pneumatic","Process","No","Mangal Ram Kanwar,Jaydev Mal","Completed"
"May","13-05-2024 T15:23","Final Assy","FA-WP4","PRE-PKG AUTO SCREW MACHINE","EEAT-204","B","BM","12","Vacuum error(screw not pick) Gp2y model","Vacuum error coming (screw not pick) ","Screw not pick-up by suction unit","Suction unit stuck in upward condition","Suction unit movement hard due to dust","","During runing Vacuum error coming & screw not pickup by suction unit,Found suction unit in stuck condition due to movement hard,So finelly Suction unit cleaning & lubrication done, after that ok,Suction unit cleaning point add in Pm point (monthly)","Suction unit cleaning point add in Pm point (monthly)","Mechanical","Process","No","Mangal Ram Kanwar,Dalip Khajuria","Completed"
"May","13-05-2024 T23:15","Final Assy","ENG Sealer Block-03","Spray Sealer","EEAT-226","C","BM","15","Sealer coming on prohobited area (Connector pin) in R2 side of YCA Model.","Sealer coming on prohobited area.","Spray width was more .","Sensor not proper judged to spray width.","Sensor was dirty .","Suspected -Nozzle cleaning time may be Thinner drop on sensor glass.","Viscosity Checked found 13.20-ok.,Checked Sensor value found 10.1 but actual spray width was more .,Sensor glass cleaned & spray width Auto adjust after that ok.","Requested to PRD during Nozzle cleaning time  first sensor covered from cloth then Nozzle clean.","Electrical","Human","No","Neeraj,Mukesh","Completed"
"May","14-05-2024 T02:10","Mounting","AOI-5","Multi Magazine Loader","EETP-067","C","BM","18","Magazine jam at output conveyor .","After Finished stocker unload ,Lifter did not go to next stocker pick.","Magazine jam Error occurred in Machine .","Magazine confirmation limit switch continue on without stocker.","Limit switch lever stucked at cover slot.","Limit switch lever bent due to its design Issue.","All sensor checked found working ok.,Machine restart .,Finally found magazine stocker confirmation limit switch lever bent so its alignment done after that ok.","Will observe the issue and change the type if problem reoccurs.
","Both","Design","No","Neeraj,Mukesh","Completed"
"May","14-05-2024 T02:00","Mounting","Laser Line-2","Laser Marking + Cleaner","EETP-099","C","BM","30","QR reading fault coming frequently","QR matching fault coming","QR judgement was low from camera"," camera glass was dirty","Dust particle accumulated on camera glass","PCB dust coming","Camera glass & camera glass protective plate cleaned","","Mechanical","Process","No","Neeraj,Subhash Sheoran,Mukesh","Completed"
"May","14-05-2024 T15:20","Mounting","MA7","DUAL LANE QR CODE READING CONVEYOR","EETP-147","B","BM","20","Conv. inlet jam (Lane-1)","Conv. inlet jam (Lane-1)","Card stuck at inlet","Width was tight.","","","Offset (0.10mm) given in Lane-1 width by Maker,Lane-1 Conveyor Speed Also increased from  40 to 50","This machine is under setup (Maker will ensure smooth Operation)","Mechanical","Design","No","Dalip Khajuria","Completed"
"May","14-05-2024 T17:40","Mounting","MA5","Multi-Magzine Unloader","EETP-086","B","BM","15","Magazine transferring time out error  (Zone-2 Lifter)","Magazine transferring time out error (Zone-2 Lifter)","Stocker not transfer to lifter with in time","Stocker was jam","Stocker was Damaged","","Check stocker was Damaged,Stocker takeout and Run another stocker.","","Mechanical","Human","No","Dalip Khajuria","Completed"
"May","15-05-2024 T01:16","Mounting","MA5","Buffer Conveyor","EETP-078","C","BM","8","Buffer conveyor Master not ON after power OFF.","Master not ON","Master ON switch not working","Switch contact was damaged","NA","NA","Master Switch replaced with new one","","Electrical","Part-Failure","No","Neeraj,Subhash Sheoran,Sreekanth Sasi","Completed"
"May","15-05-2024 T12:05","Final Assy","FA-WP4","SILICON ALLAROUND","EEAT-205","A","BM","25","Nozzle height NG coming","Nozzle height check NG coming ","Nozzle height position disturb","Nozzle bend found ","suspected nozzle cleaning Time nozzle bend","NA","Finally nozzle check found bend,Nozzle change with new but same,Finally nozzle height teaching done ","We have given bend Nozzle to SQD for checking dimension with respect to new Nozzle to find out variation","Mechanical","Process","No","Jatinder Singh,Indrajit Behera","Completed"
"May","15-05-2024 T10:00","Mounting","AOI-6","PCB Scanner","EETP-088","A","BM","30","Scan Error Coming in HV5.0","During change over Scan error coming","QR not Scan by scanner","PCB QR Position not in scanner window ","PCB QR position not in center","N/A","PCB Change ,Camera Clean,Finally, Scanner Position Teaching Done","Check and Found Stopper Cylinder -Rotating is Angle Shifted. PCB Stopping before scanning","Mechanical","Process","No","Ujjawal,Jatinder Singh,Indrajit Behera","Completed"
"May","15-05-2024 T15:07","Mounting","MA7","FLIPPER+CLEANER","EETP-139","B","BM","20","Card Jam Problem","Card Jam Problem","Belt not Rotating","Belt come off from pulley","Belt shape Deformed","","Flipper unit Moveable side Belt changed with new,Belt Tension adjusted","","Mechanical","Part-Failure","No","Mangal Ram Kanwar,Jaydev Mal,Dalip Khajuria","Completed"
"May","15-05-2024 T22:45","Final Assy","FA-WP4","SILICON ALLAROUND","EEAT-205","C","BM","10","Sensor fault center check (76 no.) & center check fault (87no.) coming","Sensor fault center check (76 no.) & center check fault (87no.) coming"," Centring jig detection sensor not on","Centring jig position not ok (not up)","Centring jig movement hard","","During daily check time this problem coming,Nozzle height check & centring check found ok coming, but robot homing time centring check fault coming,Finally found Centring jig detection sensor not on,So centring jig take out & properly cleaning done, after that ok","","Both","Process","No","Mangal Ram Kanwar","Completed"
"May","15-05-2024 T15:20","Mounting","MA6","NPM-1","EETP-121","B","BM","10","PCB Carry In Error","PCB Carry In Error","PCB not come in front of  inlet sensor","PCB movement not smooth","Suspected bur coming on the PCB Side.","","PCB manually move to sensor position & PCB reconfirm then OK","","Mechanical","Design","No","Jaydev Mal,Dalip Khajuria","Completed"
"May","15-05-2024 T13:10","Mounting","MA7","UNLOADER","EETP-151","A","BM","10","Motorized Pusher Driver Error Coming","Motorized Pusher Driver Error Coming","Pusher Was Not Move","PCB Was Stuck In Stocker No.-183","Stocker Base Was Broken","N/A","Check PCB Condition Found Jam In Stocker,Change The stocker With Spare Then Ok","Request To PRD Please Do Not Run Broken Stocker ","Mechanical","Human","No","Jatinder Singh","Completed"
"May","16-05-2024 T09:03","Final Assy","Cell Sensor","Spray Sealer","EEAT-163","A","BM","20","Sealer missing on component body.","Sealer missing on R-2 component body.","Coat-2 Spray width less coming ","Coat-2 Spray width pressure lower side of spec ","Process and design issue ","NA","Coat-2 side sealer leakage from chip ,Coat-2 chip open and cleaning done but same.,Finally coat-2 spray width adjust from 9.90 to 10.50 after that ok.(Spec 9.00 to 11.00)","","Mechanical","Design","No","Ujjawal,Sandeep Dhama","Completed"
"May","16-05-2024 T11:00","Mounting","AOI-5","Multi Magazine Unloader","EETP-072","A","BM","15","Card Stuck Between Inverter And Pusher Conveyor","Card Stuck Between Inverter And Pusher Conveyor","Fixed Side Belt Upper Portion Was Wear Out","Belt Life Is Over","Part Failure","N/A","Fixed Side Belt Change With Spare & Tension Adjust It","N/A","Mechanical","Part-Failure","No","Jatinder Singh,Indrajit Behera","Completed"
"May","16-05-2024 T11:25","Mounting","MA6","TRAVERSER WITH PUSHER CONVEYOR","EETP-126","A","BM","20","Card Stuck Between Cooling & Pusher Conveyor","Conveyor time over error coming","PCB Not arrived in Pusher conveyor","Card Stuck Between Cooling & Pusher Conveyor","Suspected Belt rotation issue","N/A","Check Belt rotation Ok But Card stuck,Finally Both Conveyor Belt condition check ok ,Finally Belt Cleaning Done ","N/A","Mechanical","Design","No","Ujjawal,Jatinder Singh,Indrajit Behera","Completed"
"May","16-05-2024 T10:14","Mounting","MA7","LOADER","EETP-138","A","BM","20","Gripper Board Drop Error coming ,PCB dropped in running condition.","Gripper Board Drop Error coming ","PCB dropped in running condition.","Chuck pad position disturbed  found ","Chuck pad mounting grub screw lock nut missing ","Suspected: Initial Set Up Groove Screw Not Properly tighten","Finally chuck pad unit grub screw lock nut install done ,After that ok ","","Both","Wear","No","Jatinder Singh,Indrajit Behera","Completed"
"May","16-05-2024 T10:30","Mounting","MA5","NPM-3","EETP-113","A","CM","40","Filter full error coming in NPM-3 TB-2 Hd-3","Filter full error coming","Vacuum Was NG Coming","Shaft Was Dirty","N/A","N/A","Nozzle change ,Holder change,TBL-2 Head-03 Shaft cleaning done","Head Maintenance Activity Planed T.D.-07.06.2024","Mechanical","Process","No","Ujjawal,Jatinder Singh,Indrajit Behera","Completed"
"May","16-05-2024 T12:40","Mounting","MA7","FLIPPER+CLEANER","EETP-139","A","BM","20","Movable Side Belt Out From Roller In Flipper CV","Movable Side Belt Out from Roller in Flipper CV","Roller Alignment NG","Design Problem","N/A","N/A","Check Roller Movement Condition -Ok & Belt Re-Installed ","This Problem Coming From M/c Start Up & Problem Also Share With Maker ","Mechanical","Design","No","Jatinder Singh","Completed"
"May","16-05-2024 T14:40","Final Assy","FA-WP4","SILICON BELOW CONNECTOR","EEAT-202","B","BM","10","CENTRING CHECK FAULT COMING (87 NO. FAULT)","CENTRING CHECK FAULT COMING (87 NO. FAULT)","Centring check sensor value out of spec.","Nozzle not going to centring jig hole","Centring jig dirty","","During daily check time this problem come,,Nozzle height check found ok, but centring check ng coming,Found nozzle not going to centring jig hole,Centring jig cleaning done, after that ok","Centring jig spring change","Both","Process","No","Mangal Ram Kanwar","Completed"
"May","17-05-2024 T00:05","Mounting","AOI-7","Unloader","EETP-110","C","BM","105","PCB Pusher was jam ","Pusher unit not moving 
","Pusher unit ball screw not rotate
","Ball screw Chain pulley get loosen
","Chain pulley grub screw was missing And loosen
","Under Analysis (Suspected Grub screw loosen due to vibration)
","Pusher unit and width adjusting unit ball screws cleaning and lubrication NG,Found pusher unit not moving while width adjusting due to its pulley grub screw missing & loose,Pusher unit manually moved by hand after loosen the main pulley.,Pusher unit chain pulley grub screw tightening done.,After that checked found unit movement OK.","","Mechanical","Design","No","Neeraj,Subhash Sheoran,Sreekanth Sasi,Gagandeep,Mukesh","Completed"
"May","17-05-2024 T07:44","Final Assy","Cell Sensor","Spray Sealer","EEAT-163","A","BM","53","Extra sealer coming on R-1 side (ISSBMU)","Extra sealer coming on R-1 side ","Actual width higher side coming ","Sensor dirty due to sealer coming ","Spray checking time fumes accumulate on sensor  ","N/A","Coat-1 spray width adjust,Nozzle chip cleaning done,Viscosity check found ok,Finally found Spray width check sensor sealer fumes accumulate, So sensor cleaning done and spray with adjust on 10.00 then ok","","Both","Design","No","Ujjawal,Sandeep Dhama","Completed"
"May","17-05-2024 T07:45","Final Assy","FA-WP3","Air Leak","EEAT-160","A","BM","17","Inspection process  hang issue coming,,ALL air pressure value NAN coming,","Inspection process hang issue coming,","Communication NG coming ","Inspection process time Air pressure not coming,","Design issue","NA","USB cable-2 reconnected and application close/open but same,M/C restart and A & B & flow rate pressure check found NAN value coming ,Finally a gain m/c re start after that m/c run ok ","This problem issue is under investigation with Maker support","Electrical","Part-Failure","Yes","Indrajit Behera","Completed"
"May","17-05-2024 T09:32","Final Assy","FA-AB3","DNHA-AB3-RT-01","EEAT-192","A","BM","30","Continue card failed on multiple step ,(6762,YTA model)","Continue card failed multiple step NG coming,","Harness and product properly not contact","Harness contact  probe pin dirty ","7 contact probe pin damage found","NA","Harness change with RT-1 but same,One time m/c re-start but same,,Harness take out and cleaning done but same ,,Finally harness side all probe pin change with new spare after that ok, Total PM Count-68156 last P.M Count-2045,ok & NG master check found ok,After that m/c run ok,","","Electrical","Part-Failure","No","Indrajit Behera","Completed"
"May","17-05-2024 T10:30","Mounting","MA5","NPM-5","EETP-103","A","CM","40","Filter full error coming in NPM-5 TB-1 HD-1","Filter full error coming","Vacuum NG Coming","Nozzle Shaft Was Dirty ","N/A","N/A","Nozzle Change ,Holder Change,Head-1 Shaft & filter Cleaning done","Head Maintenance Activity Plan in Shut down Jun24","Mechanical","Process","No","Jatinder Singh","Completed"
"May","17-05-2024 T06:20","Mounting","AOI-6","AOI-06","EETP-089","A","BM","50","Upper link Error: Data Register Error","Communication Error Coming","AOI M/c Not Communicate With External Device","Signal Break Issue","N/A","N/A","During Change Over this Problem Coming,Model Change Over,AOI & 3D Machine Power Off/On ,Change Over Done As Per Process,Finally, Both M/c Power Off/On & Again Change Over As per Process","","Electrical","Communication","No","Jatinder Singh,Sandeep Dhama","Completed"
"May","17-05-2024 T11:32","Mounting","AOI-7","Unloader","EETP-110","A","BM","15","Card Stuck between Invertor & Unloader Pusher Conveyor","Card Stuck between Invertor & Unloader Pusher Conveyor","Pusher Conveyor Width Was Wide & Card Stuck During Movement","Suspected Width ball Screw Position Disturb","N/A","N/A","We found width was wide,Given the Offset then Ok (252.8 MM To 252.9 MM)","N/A","Mechanical","Process","No","Jatinder Singh,Indrajit Behera","Completed"
"May","17-05-2024 T13:02","Final Assy","AB Sealer Block-01","Flash-05","EEAT-113","A","BM","20","Burning smell was coming ","Burning smell coming from probe holder side ","when burning smell come that time Rework product check by PRD ","Suspected Product side issue ","Already  ECU-4 Crossed marking done by PRD from mounting ","Part faulty ","Probe holder inside check found no any abnormality ,Machine side Connector and Instrument check found ok,Master check found OK, So check another  product found ok","","Electrical","Part-Failure","No","Ujjawal,Jatinder Singh,Sandeep Dhama","Completed"
"May","17-05-2024 T17:17","Final Assy","FA-WP3","Silicon Below connector","EEAT-153","B","BM","40","Abnormal sillicon problem coming (air bubbles) in sillicon below & all around m/c","Abnormal sillicon problem coming (air bubbles)","Air bubbles coming from pail can-1 side","Air got trapped with Silicon","Suspected during pail can-1  change  time air properly not release","Under Investigation","During runing abnormal sillicon problem coming in sillicon below & all around m/c,So 4-5 times dummy shot taken & amount also check but same problem,Sillicon manually Dispancing from pail can-1 side , ok found,,Sillicon Dispancing from hand valve (nozzle side) & air bubbles coming,So both machine side manually sillicon dispancing done (total approx 500 gram),after that 10 times dummy shot taken ok & amount check also ok & product run ok","We will observe PAIL CAN changeover process of PRD during PAIL CAN finish ","Pneumatic","Process","No","Mangal Ram Kanwar","Completed"
"May","17-05-2024 T19:10","Mounting","MA6","NPM-1","EETP-121","B","BM","20","PCB carry in Error (Lane-2)","PCB carry in Error (Lane-2)","PCB not come in front of inlet Sensor","PCB Movement Abnormal","Extension Conveyor Moveable side Belt come out from Pulley","Belt Tension loose","M/C lane-2 width origin done,Extension Conveyor Moveable side Belt installed through pulley and Belt tension adjusted.","","Mechanical","Design","No","Anshul Gupta,Jaydev Mal,Dalip Khajuria","Completed"
"May","17-05-2024 T22:00","Final Assy","FA-WP4","LO-HI SCREENING MACHINE","EEAT-199","B","BM","15","Fault No. 264, Safe Door Closed Confirmation timeout Error","Fault No. 264, Safe Door Closed Confirmation timeout Error","Door close cylinder Reed Switch Not ON","Door Not Closed completely (Half way)","Door Stuck ","Door Right Side Mounting, Bolt Loose and Come out  half way","Safety Door Right side mounting Bolt take out and thread tight applied to Bolt and Bolt Fixed.","1. Left side mounting bolt also checked found ok.
2. As this machine is new so during installation we will confirm bolt condition before production.","Mechanical","Part-Failure","No","Jaydev Mal,Dalip Khajuria","Completed"
